07.08.2018,05:20,Опрокидывание,"Республика Марий Эл, Мари-Турекский, пгт Мари-Турек",ул Строителей,3,,,,49.641852,56.776056,0,0,1,0
31.07.2018,08:00,Столкновение,"Республика Марий Эл, Мари-Турекский",,,Елеево - Мари-Турек - Лопово,33,125,49.827536,56.671067,0,0,2,0
24.07.2018,18:30,Опрокидывание,"Республика Марий Эл, Мари-Турекский, пгт Мари-Турек",ул Красноармейская,16,,,,49.61886,56.787535,0,0,1,0
01.06.2018,18:20,Опрокидывание,"Республика Марий Эл, Мари-Турекский",,,Елеево - Мари-Турек - Лопово,36,680,49.88868,56.649957,0,0,1,0
27.05.2018,02:30,Наезд на пешехода,"Республика Марий Эл, Мари-Турекский, пгт Мари-Турек",,,,0,0,49.604023,56.78318,0,0,1,0
25.03.2018,04:20,Наезд на пешехода,"Республика Марий Эл, Мари-Турекский, пгт Мари-Турек",,,Елеево - Мари-Турек - Лопово,13,800,49.597617,56.784479,0,0,1,0
20.02.2018,22:40,Наезд на препятствие,"Республика Марий Эл, Мари-Турекский",,,Елеево - Мари-Турек - Лопово,18,300,49.66306,56.765413,0,0,1,0
30.01.2018,15:30,Столкновение,"Республика Марий Эл, Мари-Турекский, пгт Мари-Турек",ул Строителей,1,Елеево - Мари-Турек - Лопово,,,49.640692,56.776811,0,0,1,0
01.07.2018,14:30,Наезд на препятствие,"Республика Марий Эл, Куженерский",,,,0,0,48.801332,56.836832,0,0,2,0
23.04.2018,06:30,Наезд на пешехода,"Республика Марий Эл, Куженерский",,,Йошкар-Ола - Уржум,72,450,48.9158,56.8697,0,0,1,0
18.02.2018,16:20,Наезд на пешехода,"Республика Марий Эл, Куженерский",,,Объездная автомобильная дорога пгт Куженер,4,450,48.93071,56.792489,0,0,1,0
04.01.2018,19:30,Опрокидывание,"Республика Марий Эл, Куженерский, д Верхний Нольдур",ул Центральная,1,,,,49.226091,56.845539,0,0,1,0
07.12.2018,19:35,Столкновение,"Республика Марий Эл, Килемарский",,,Йошкар-Ола - Козьмодемьянск,80,290,46.881183,56.426321,0,0,4,0
12.11.2018,17:40,Опрокидывание,"Республика Марий Эл, Килемарский",,,Йошкар-Ола - Козьмодемьянск,50,423,47.141916,56.559901,0,0,1,0
02.11.2018,20:28,Наезд на пешехода,"Республика Марий Эл, Килемарский, с Арда",ул Киреева,34,,,,46.781266,56.403229,0,0,1,0
28.10.2018,09:10,Столкновение,"Республика Марий Эл, Килемарский",,,Красный Мост - Килемары - Шаранга,5,824,47.078733,56.59201,0,0,7,0
19.10.2018,17:45,Иной вид ДТП,"Республика Марий Эл, Килемарский, п Красный Мост",ул Центральная,12,Йошкар-Ола - Козьмодемьянск,,,47.147205,56.562131,0,0,1,0
22.09.2018,12:00,Опрокидывание,"Республика Марий Эл, Килемарский",,,,0,0,46.914539,56.268822,0,0,1,0
15.08.2018,19:50,Наезд на велосипедиста,"Республика Марий Эл, Килемарский, пгт Килемары",ул Комсомольская,33,,,,46.856582,56.778384,0,0,1,0
03.06.2018,04:00,Наезд на пешехода,"Республика Марий Эл, Килемарский, пгт Килемары",ул Комарова,6,,,,46.855284,56.774316,0,0,1,0
26.05.2018,21:00,Наезд на велосипедиста,"Республика Марий Эл, Килемарский",,,Красный Мост - Килемары - Шаранга,30,750,46.893725,56.761616,1,0,0,0
19.02.2018,13:30,Столкновение,"Республика Марий Эл, Килемарский",,,Йошкар-Ола - Козьмодемьянск,48,291,47.172409,56.570164,2,0,0,0
13.01.2018,10:35,Наезд на пешехода,"Республика Марий Эл, Килемарский, п Визимьяры",ул Пушкина,1,,,,46.943893,56.432948,0,0,1,0
28.12.2018,17:05,Наезд на пешехода,"Республика Марий Эл, Звениговский, г Звенигово",ул Бутякова,56,,,,48.025038,55.968106,0,0,1,0
25.12.2018,13:30,Столкновение,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),46,185,47.800741,56.203696,1,0,1,0
23.12.2018,12:10,Столкновение,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),29,368,47.59964,56.177668,0,0,3,0
12.12.2018,07:30,Столкновение,"Республика Марий Эл, Звениговский",,,Кокшайск - Красногорский,4,550,47.862368,56.181537,1,0,2,0
26.11.2018,14:30,Столкновение,"Республика Марий Эл, Звениговский",,,А-295 Йошкар-Ола - Зеленодольск - автомобильная дорога М-7 Волга,66,65,48.323236,56.138807,0,0,1,0
24.11.2018,14:55,Столкновение,"Республика Марий Эл, Звениговский, г Звенигово",ул Садовая,9,,,,48.024673,55.985587,0,0,1,0
24.11.2018,11:50,Опрокидывание,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),52,3,47.809839,56.283153,0,0,1,0
22.11.2018,12:10,Наезд на препятствие,"Республика Марий Эл, Звениговский",,,Звенигово - Шелангер - Морки,48,300,48.395634,56.236338,0,0,2,0
22.11.2018,08:40,Столкновение,"Республика Марий Эл, Звениговский",,,А-295 Йошкар-Ола - Зеленодольск - автомобильная дорога М-7 Волга,67,550,48.334951,56.129217,0,0,2,0
21.11.2018,10:40,Столкновение,"Республика Марий Эл, Звениговский",,,А-295 Йошкар-Ола - Зеленодольск - автомобильная дорога М-7 Волга,65,200,48.322356,56.13962,0,0,2,0
18.11.2018,23:00,Съезд с дороги,"Республика Марий Эл, Звениговский",,,А-295 Йошкар-Ола - Зеленодольск - автомобильная дорога М-7 Волга,57,285,48.235645,56.203171,0,0,1,0
18.11.2018,17:00,Наезд на препятствие,"Республика Марий Эл, Звениговский",,,Иные дороги,1,750,47.455595,56.173893,0,0,2,0
15.11.2018,23:00,Опрокидывание,"Республика Марий Эл, Звениговский, п Шелангер",ул Товарная,16,,,,48.249314,56.217957,0,0,1,0
12.11.2018,01:30,Наезд на препятствие,"Республика Марий Эл, Звениговский, с Красный Яр",ул Аркамбальская,3,,,,48.0283,56.027373,0,0,2,0
07.11.2018,17:20,Наезд на пешехода,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),17,550,47.467074,56.15584,0,0,1,0
07.11.2018,13:00,Столкновение,"Республика Марий Эл, Звениговский",,,Звенигово - Шелангер - Морки,43,456,48.331025,56.230536,0,0,2,0
28.10.2018,10:30,Столкновение,"Республика Марий Эл, Звениговский",,,А-295 Йошкар-Ола - Зеленодольск - автомобильная дорога М-7 Волга,61,580,48.279591,56.171361,0,0,1,0
28.10.2018,09:40,Столкновение,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),58,450,47.812243,56.299015,0,0,1,0
28.10.2018,13:00,Опрокидывание,"Республика Марий Эл, Звениговский",,,Р-176 Вятка Чебоксары - Йошкар-Ола - Киров - Сыктывкар (основное направление),58,250,47.809067,56.278245,0,0,1,0
20.10.2018,18:20,Наезд на пешехода,"Республика Марий Эл, Звениговский",,,Звенигово - Шелангер - Морки,39,569,48.265557,56.224984,0,0,1,0
